Grapheme	IPA	SCA	FREQUENCY	EXAMPLES
l̥	l̥	L	1	l̥.ua
l̴	ɬ	L	8	k.o.l̴;c.y.l̴;b.a.l̴.ɯ.k;j.ɯ.l̴.d.ɯ.z;k.a.l̴.ɯ.n
l̻	l̻	L	3	p.a.l̻.a;m.u.l̻.a;p.a.l̻.a
ɬː	ɬː	L	10	i.ɬː.i.t;i.ɬː.u;s.ɔ.ɬː.a.k;a.ɬː.u.n.aː.s.ɑ.q;u.ɬː.ɔ.ʁ.i.j.ɑ.q
ʔl	ˀl	L	1	h.a.ʔl.o
m	m	M	979	m.o;m.e;m.ʉ̃;m.a;ˀn.ɬ.a.m
mb	mb	M	21	n.ɑ.mb.ɑ;e.mb.ɑ;mb.ɑ.ɑ;t.aː.mb.a;mb.a.w.u
mp	mp	M	1	mp.e
mː	mː	M	2	ts.i.mː.i.j.a.q;q.i.mː.ɜ.q
m̩	m̩	M	8	tʃˀ.a.m̩;ʃ.a.m̩;n!.oˤ.m̩;n!.m̩;m̩
mpˡ	mpˡ	M	2	mpˡ.o.ŋ;mpˡ.ai
n	n	N	1260	ʔ.a.n.a;n.eː.n.u;n.eː.n.u;b.e.n;tʃʰ.a.n
ŋ	ŋ	N	217	ŋ.o.h.i;j.a.ŋ;u.w.a.ŋ.a;ŋ.a.j.u.l.u;ŋ.o.n.a
ɲ	ɲ	N	97	ɲ.u.q.a;ɪ.ɲ.tʃ.ë;i.d.ɲ;ɲ.ə.n;ɲ.o
ɳ	ɳ	N	4	m.i.ɳ.a;t̻.a.ɳ.a;k.a.ɳ.k.u;p.u.ɳ.u
!n	ŋǃ	N	1	!n.ĩ.ĩ
n!	ŋǃ	N	5	n!.u.u;n!.a.o;n!.ŋ̩;n!.oˤ.m̩;n!.m̩
nd	nd	N	19	ɑ.nd.ɑ.k.e;ɽ.o.nd.ɑ.t.i;k.e.nd.ɑ;nd.uʰ;ɑ.nd.ɑ
nt	nt	N	5	nt.e;nt.eu;nt.ou;nt.ou;nt.o.ŋ
n|	ŋǀ	N	3	n|.e.ʔ.e;n|.o;n|.ŋ̩.ʔ.ŋ̩
nʲ	nʲ	N	2	nʲ.u.sʲ.a;ə.nʲ.əː
nʼ	n’	N	1	nʼ.ã.ũ.r.a
nː	nː	N	6	s.u.ŋ.ɑ.nː.i.p;q.ɜ.nː.ɜ.tː.o.q;m.a.nː.i.k;i.nː.ɜ.q;u.nː.u.w.a.q
n̥	n̥	N	9	s.i.w.a.n̥.a.s;k.ə.n̥.a.k.e;n̥.a;l.a.n̥.e.s;h.u.n̥.a.t
n̩	n̩	N	1	n̩.l.a
n̻	n̻	N	9	n̻.u.n.t.u;m.i.l.p.i.n̻;n̻.a.l.p.i;n̻.a.ŋ.a.t̻.a;p.i.t̻.a.n̻.i
n‖	ŋǁ	N	2	n‖.a.i;n‖.ŋ̩
n‼	ŋǃǃ	N	2	n‼.oˤ.l.u;n‼.oˤ
ŋ!	ŋǃ	N	5	ŋ!.u.u;ŋ!.ã.ã;ŋ!.o.m.a;ŋ!.a.u;ŋ!.a.o
ŋǀ	ŋǀ	N	1	ŋǀ.u.u
ŋǁ	ŋǁ	N	2	ŋǁ.ã.ã;ŋǁ.ã.ũ
ŋǂ	ŋǂ	N	3	ŋǂ.u.u;ŋǂ.a.a;ŋǂ.a.u
ŋɡ	ŋg	N	33	k.i.ŋɡ.i;mb.u.t.ŋɡ.u.l;ɲ.ə.ŋɡ.i;ŋɡ.ə.l.ə;ŋɡ.ə.k
ŋː	ŋː	N	4	n.i.ŋː.u.s.ɔː.q;ŋː.i.l.ɑ.q;a.l.a.ŋː.ɔ.q;i.m.i.ŋː.ɜ.ʁ
ŋ̩	ŋ̍	N	14	n!.ŋ̩;ʃ.ŋ̩;ɡ‼.a.ʔ.ŋ̩;dʒˀ.ŋ̩;‖.a.ŋ̩
ǀn	ŋǀ	N	4	ǀn.a.tʰ.i;ǀn.o.w.ã;ǀn.u.pʰ.a;ǀn.i.i.r.a
ǁn	ŋǁ	N	1	ǁn.o
ǂn	ŋǂ	N	3	ǂn.a.ŋ.kʼ.o;ǂn.u.m;ǂn.a.tsʼ
ɲ̥	ɲ̊	N	1	ɲ̥.a.ŋ
ɴq	ɴq	N	2	ɴq.ai;ɴq.a.ŋ
ˀn	ˀn	N	1	ˀn.ɬ.a.m
n!ʰ	ŋǃʰ	N	1	n!ʰ.o
ndz	ndz	N	3	ts.i.ndz;ndz.i.ts;m.e.ndz
ndʒ	ndʒ	N	4	m.i.ndʒ.u;ŋɡ.w.a.r.aː.ndʒ.ə.n;ndʒ.ə.l.i.p;ɑ.ndʒ
ndʲ	ndʲ	N	4	a.ndʲ;i.ndʲ;w.e.ndʲ;t.u.ndʲ
ŋɡʷ	ŋgʷ	N	2	a.k.ã.ɾ.a.ŋɡʷ.e;a.p.ɨ.ŋɡʷ.a
ɲtɕ	ɲtɕ	N	1	ɲtɕ.ou
ɳʈʂ	ɳʈʂ	N	6	ɳʈʂ.ou;ɳʈʂ.e;ɳʈʂ.e;ɳʈʂ.u;ɳʈʂ.e
ʔn‼	ˀŋ!!/ŋǃǃ	N	1	ʔn‼.e.h.i
ŋ̊!ʰ	ŋǃ̥ʰ	N	1	ŋ̊!ʰ.u.u
ŋ̊!ˀ	ŋǃ̥ˀ	N	2	ŋ̊!ˀ.u.w.u;ŋ̊!ˀ.a.o
ŋ̊ǀˀ	ŋǀ̥ˀ	N	7	ŋ̊ǀˀ.a.o;ŋ̊ǀˀ.a.e;ŋ̊ǀˀ.ũ.ũ;ŋ̊ǀˀ.o.n;ŋ̊ǀˀ.a.s.a
ŋ̊ǁʰ	ŋǁ̥ʰ	N	1	ŋ̊ǁʰ.o.m
ŋ̊ǁˀ	ŋǁ̥ˀ	N	2	ŋ̊ǁˀ.ã.ã;ŋ̊ǁˀ.a.ɾ.i
ŋ̊ǂˀ	ŋǂ̥ˀ	N	5	ŋ̊ǂˀ.o.o;ŋ̊ǂˀ.a.ɾ.e;ŋ̊ǂˀ.ũ.ũ;ŋ̊ǂˀ.a.n;ŋ̊ǂˀ.o.a
ɳʈʂʰ	ɳʈʂʰ	N	1	ɳʈʂʰ.a.ŋ
ɒ	ɒ	O	2	u.ɡ.w.ɒ;h.ɒ
b	b	P	399	b.e.n;b.iː;n.ɨ.b.a;b.i;b.ʉ
p	p	P	637	p.i.a;h.a.p.u;p.a.j;x.u.p.a;p.i
ɓ	ɓ	P	3	ɓ.ɔ.ŋ;ɓ.iə.t;ɓ.uə.k
bʰ	bʰ	P	5	bʰ.e.d.a;bʰ.i.a;bʰ.a.rʼ.ã;bʰ.a.a.k.k.a.r.a;bʰ.a.a.i
pʔ	pʔ	P	1	t.o.pʔ.u.ɬ.a.q
pʰ	pʰ	P	43	pʰ.a.l;u.tʃ.pʰ.a;pʰ.e.t;!ʼ.u.pʰ.a;pʰ.r.i.n.v.e.l
pʲ	pʲ	P	1	i.pʲ
pʼ	pʼ	P	7	pʼ.i.s.q.u;l.a.pʼ.a;pʼ.i.r.i;u.pʼ.e;pʼ.a.tʼ.a.r
pˀ	pˀ	P	1	χʷ.m.pˀ.ə.tsˀ.ə.dʒ
pː	pː	P	2	u.pː.a.t;i.pː.a.sː.ɑ.q
pˡ	pˡ	P	1	pˡ.ou
r	r	R	503	u.u.r.ɨ;r.o;a.m.ɨ.r.ɨ;a.r;a.r.e.ʔ
ɺ	ɺ	R	19	p.a.ɺ.i.ʔ.i;x.a.ʔ.j.u.m.u.ɺ.e.r.ɨ;a.ʔ.w.a.ɺ.a;a.ɺ.u.ʔ.u;a.n.ɨ.ɺ.i.a
ɽ	ɽ	R	54	p.a.l.u.ɽ.u;ɑ.ɽ.u.m.ɑ.ɽ.i;ɑ.ɽ.u.m.ɑ.ɽ.i;b.uː.ɽ.i.d.a;ɡ.ə.ɡ.ə.ɽ
ɾ	ɾ	R	229	a.ɾ.e.k;o.ɾ.m.i.ɡ.a;k.a.ɾ.ɯ.n.dʒ.a;ǂ.o.w.e.ɾ.u;d.u.ɾ.u
ʁ	ʁ	R	10	b.ʁ.ə;m.ɜː.ʁ.ɑ.q;t.a.ʁ.a.ts.u.t;u.ɬː.ɔ.ʁ.i.j.ɑ.q;u.j.ɑ.ʁ.a.k
rʲ	rʲ	R	1	p.ɛ.rʲ
rʼ	r’	R	6	b.ɨ.b.ɨ.rʼ.ɨ;tʃ.i.rʼ.ã.m.b.o.r.o;t.rʼ.ɨ̃;bʰ.a.rʼ.ã;e.r.a.d.r.ɨ.b.ɨ.rʼ.ɨ
ɹ̩	ɹ̩	R	7	ə.ɹ̩;ə.ɹ̩;ʂ.ɹ̩;ʂ.ɹ̩;ʈʂʰ.ɹ̩
ʁʷ	ʁʷ	R	9	w.ə.n.d.ə.ʁʷ;t.ħ.ə.m.ɕˀ.i.ʁʷ;ʃ.i.ʁʷ;ʔʷ.ʁʷ.ə;v.a.ʁʷ.ə
s	s	S	615	w.a.t.a.s.i;s.ə;s.e.n;s;s.i
z	z	S	61	z.u.r.ɡ;qʷ.a.l.ə.b.z.w;ɟ.œ.z;u.z.a.k;t.yː.z
ɕ	ɕ	S	22	ɕ.a.k;ɕ.i.e;qʷ.p.ɕ.ħ.ə;ɕ.u.a;ɕ.ħ.ə.ts
ʂ	ʂ	S	48	ʂ.ə.m.u.t;i.ʂ.a;tʃ.ɯ.ʂ.ɯ;ʂ.a.o;ʂ.u.ʂ.u
ʃ	ʃ	S	194	ʃ.e;ʃ.i;ʃ.e.n;w.ḭ.ʃ;tʃ.i.ʃ.n.o.ʔ
ʐ	ʐ	S	27	f.ʊ.ʐ.ɪ;b.a.ʐ.a.ts.u.i;f.ö.ʐ.ö;ʐ.u;a.v.i.ʐ.i
ʑ	ʑ	S	11	j.a.ʑ.ə;ʒ.i.ʑ.ə;b.dz.ə.ʑ.j.ə.j;b.ʑ.ə;ɮ.ə.ɡʷ.a.ʑ.ə
ʒ	ʒ	S	21	m.a.ʒ.e;k.w.i.ʒ.a;ʒ.i.ʑ.ə;ʒ.ə.n.ə.ŋ;ʒ.i.ʔ
sʰ	sʰ	S	8	sʰ.e;sʰ.a.l;sʰ.e;sʰ.o.ɡ.ɨ.m;m.a.sʰ.i
sʲ	sʲ	S	6	ɸ.ĩ.sʲ;sʲ.a.mb;ĩ.i.sʲ;p.sʲ.ũ;nʲ.u.sʲ.a
sː	sː	S	5	n.a.sː.uː.s.ɑ.q;i.sː.u.s.ɔː.q;a.sː.ɑ.tː.ɔ;i.p.i.sː.a;i.pː.a.sː.ɑ.q
sˤ	sˤ	S	1	sˤ.u.ɣ.a.j.j.a.ɾ
s̥	s̥	S	5	s̥.u;s̥.i.n.a.u.r.i;b.i.s̥.k.a.r;e.s̥.u.r;s̥.a.k.u.r
s̺	s̺	S	7	s̺.a.m.i.n;s̺.u;a.s̺.t.u.n;s̺.u.d.u.r;k.o.s̺.k.o.r
s̻	s̻	S	18	l.u.s̻.e;s̻.o.r.i;i.s̻.e.n;s̻.i.l.b.o.r;e.s̻
ɕˀ	ɕˀ	S	6	t.ħ.ə.m.ɕˀ.i.ʁʷ;ɕˀ.ə;ɕˀ.i.ɡʷ.ɮ;ɕˀ;ɕˀ
d	d	T	380	d.a;i.d.ɲ;ɡ.u.l.u.d.u;k.a.a.b.u.d.ɨ.dʼ.ɨ;d.u.ɾ.u
t	t	T	1009	w.a.t.a.s.i;t.o.j;t.a.j.a;t.i;t.a
ɖ	ɖ	T	13	ɖ.ɛ.w.ɛ.k.e;ɡ.ə.ɖ.e;ə.n.ɖ.o.ɡ;ɡ.u.ɖ.ɖ.u;ɡ.u.ɖ.ɖ.u
ɗ	ɗ	T	12	ɗ.ă.ŋ;ɗ.ɛ.n;ɗ.e.m;ɗ.ɔ;ɗ.ɤ̆.t
ʈ	ʈ	T	18	ʈ.i.ŋ.a.n;dz.u.ʈ.ʈ.u;dz.u.ʈ.ʈ.u;ɡ.a.ʈ.ʈ.i;ɡ.a.ʈ.ʈ.i
dʒ	dʒ	T	35	i.dʒ.i;k.a.ɾ.ɯ.n.dʒ.a;χʷ.m.pˀ.ə.tsˀ.ə.dʒ;dʒ.a.n.dʒ.a;dʒ.a.n.dʒ.a
dʰ	dʰ	T	6	dʰ.e;dʰ.o.o.i;i.pʰ.i.dʰ.a.i;k.i.dʰ.a;b.a.i.dʰ.o
dʲ	dʲ	T	15	dʲ.ɨ.ʋ.a;dʲ.iˀ.tʰ;dʲ.a.ɰʷ.a;dʲ.e.x.a.p.ɨ;dʲ.kʰ.a.s
dʼ	d’	T	1	k.a.a.b.u.d.ɨ.dʼ.ɨ
dˤ	dˤ	T	7	dˤ.a.h.ɾ;ʕ.a.dˤ.m;b.eː.dˤ;dˤ.i.l.l;a.ɾ.dˤ
tl	tɬ	T	1	tl.a.n.a
tɬ	tɬ	T	20	tɬ.o;tɬ.e;tɬ.e;tɬ.i;tɬ.a
tʃ	tʃ	T	238	ɪ.ɲ.tʃ.ë;tʃ.i;tʃ.a.m.a.ʔ;tʃ.i.ʃ.n.o.ʔ;tʃ.iː.m.a
tʔ	tʔ	T	5	tʔ.a.t.e;tʔ.i.s.a.n;tʔ.e.n;t.o.tʔ.o.χ;tʔ.i.s.tʃ.e.j
tʰ	tʰ	T	68	tʰ.ə;tʰ.u ;tʰ.a;tʰ.a.w;tʰ.i.w.i
tʲ	tʲ	T	4	tʲ.h.i.kʲ;kʰ.aˀ.tʲ;ʃ.uː.tʲ.u;tʲ.iː
tʼ	tʼ	T	24	ts.a.tʼ.j.o;tʼ.ãː.ʔ;s.a.j.tʼ.u;tʼ.i.l;tʼ.o
tː	tː	T	2	q.ɜ.nː.ɜ.tː.o.q;a.sː.ɑ.tː.ɔ
tˤ	tˤ	T	6	tˤ.eː.ɾ;tˤ.a.w.iː.l;m.a.tˤ.a.ɾ;ʕ.eː.tˤ;x.b.tˤ
t̻	t̻	T	28	t̻.a.ɳ.a;t̻.u.ɭ.p.u;k.a.t̻.a;m.u.t̻.i;t̻.a.ɭ.p.a
dtʰ	dtʰ	T	1	dtʰ.a.l.i
dʒˀ	dʒˀ	T	2	dʒˀ.ŋ̩;dʒˀ.ŋ̩
tlʼ	tɬʼ	T	3	tlʼ.ũ.ũ;tlʼ.w.e.e;tlʼ.w.ã.ã
tsʲ	tsʲ	T	11	β.i.tsʲ.a.k.w.e;k.h.ũ.tsʲ;p.e.tsʲ.u;n.tsʲ.iˀ.k;tsʲ.i.tsʲ
tsʼ	tsʼ	T	30	tsʼ.i.n.tsʼ.ɨ;tsʼ.i.n.tsʼ.ɨ;m.tsʼ.a.r.e;tsʼ.i.n;tsʼ.i.ʔ
tsː	tsː	T	1	q.u.tsː.ɔ.q
ts’	tsʼ	T	1	ts’.ĩː.ɬ
tɬʰ	tɬʰ	T	1	tɬʰ.ĩ.ɬ
tɬʼ	tɬʼ	T	4	tɬʼ.i.s;tɬʼ.eː.ʔ;tɬʼ.oː.ɬ;tɬʼ.oː.ɬ
tʃʔ	tʃʔ/tʃˀ	T	5	ɬ.e.tʃʔ.e;tʃʔ.u.t.e.ʔ;ɬ.e.tʃʔ.e;t.o.tʃʔ.e;t.a.tʃʔ.u.p.w.a.j
tʃʰ	tʃʰ	T	20	tʃʰ.a.n;tʃʰ.iː;pʰ.u.tʃʰ.a;ʔ.a.ɬ.tʃʰ.i.n.i;ɬ.eː.tʃʰ.ãː.ʔ.i
tʃʼ	tʃʼ	T	16	tʃʼ.i.a.n.tʃʼ.v.e.l.a;tʃʼ.i.a.n.tʃʼ.v.e.l.a;ɬ.eː.ʃ.tʃʼ.i.h;x.a.tʃʼ.a;x.a.m.a.tʃʼ.i
tʃˀ	tʃˀ	T	7	tʃˀ.a.m̩;tʃˀ.i.ħ;tʃˀ.i;tʃˀ.a.p.s.ə;tʃˀ.e.m.a
tʰʼ	t’ʰ	T	1	tʰʼ.ã.ã
tʃxˀ	tʃxˀ/tʃˀ	T	1	tʃxˀ.a.ŋ
o	o	U	1105	ɟʝ.o;m.o;t.o.j;k.o;ŋ.o.h.i
õ	õ	U	27	ǁˀ.õ.ã;ŋ.o.b.r.i.õ;k.õ.ʔ;tʃ.õ.ʔ.n.i;h.a.k.õ
ö	ö	U	19	k.ö.ʎ.ɜ.ʎ.ɜ;m.ö.ʎ.f.ɘ.n;f.ö.ʐ.ö;f.ö.ʐ.ö;m.ö.j.ö
ø	ø	U	9	k.ø.l.d.ø.k;k.ø.l.d.ø.k;ø.r.ɛ.ɡ;v.ø.r.ø.ʃ;v.ø.r.ø.ʃ
œ	œ	U	8	ɟ.œ.y.s;c.œ.p.e.c;ɟ.œ.z;ɟ.œ.b.e.c;c.œ.k
ɔ	ɔ	U	163	n.ɔ;h.ɔ.n.ɟ.ɔ;h.ɔ.n.ɟ.ɔ;k.ɔ.r;j.e.m.e.h.k.ɔ.n
ou	ou	U	13	ɳʈʂ.ou;ʈʂʰ.ou;pˡ.ou;h.ou.tɕ.ou;h.ou.tɕ.ou
oˀ	oˀ	U	1	‖.oˀ.l.i
oː	oː	U	38	oː.k.i;t.oː.t.oː;t.oː.t.oː;m.oː.m;t.oː.h.t.oː.s.i.m
oˤ	oˤ	U	4	n‼.oˤ.l.u;ɡ!.oˤ.a;n!.oˤ.m̩;n‼.oˤ
o̰	o̰	U	5	o̰.b.e;o̰.b.e;o̰.b.a;ŋ.o̰;o̰.o
õ̰	õ̰	U	2	õ̰.a;s.õ̰.a
øː	øː	U	4	øː;ɛ.ʃ.øː;b.øː.r;k.øː
œː	œː	U	2	n.ɔ.x.œː;tʃ.œː.xʲ
ɔː	ɔː	U	14	a.ŋ.i.s.ɔː.q;n.i.ŋː.u.s.ɔː.q;k.ɔː.s.ɔ;ts.ɔː.ɡ.ɔ.j;s.i.v.i.s.ɔː.q
ɔ̃	ɔ̃	U	2	i.p.ɔ̃;a.h.ɔ̃
w	w	W	525	w.a.t.a.s.i;w.u.n.ə;u.w.a.ŋ.a;k.o.w.e;n.u.w.w.u
ʋ	ʋ	W	21	dʲ.ɨ.ʋ.a;ʋ.a̰.i;ʋ.ḭ.i;ʋ.u.k.u;ʋ.a.b.e
w̥	w̥	W	1	t.o.w̥.u
u	u	Y	1418	u.ə;a.k.u;n.eː.n.u;ɲ.u.q.a;n.u.ɡ.a
y	y	Y	18	c.y.l̴;ɟ.œ.y.s;f.y.l;y.a.n;y
ũ	ũ	Y	67	tlʼ.ũ.ũ;tlʼ.ũ.ũ;ŋ.u.b.r.ũ;x.ũ;k.h.ũ.tsʲ
ʉ	ʉ	Y	25	b.ʉ;h.ʉ.w.a.a;o.a.i.b.ʉ.a;l.ʉ.a.t;k.ʉ.w.ʉ.r.ʉ
ʊ	ʊ	Y	34	n.ʊ.r.ʊː;f.ʊ.ʐ.ɪ;ʃ.ʊ.p.ʊː;m.ʊ.k.ɘ.r;k.ʊ.r.ɘ
ṵ	ṵ	Y	10	k.ṵ.ʃ.m.uː;t.ṵ.w.a̰ː.n;t.a.m.p.ṵ.s;ʃ.a.p.u.ʃ.k.ṵ;ɾ.ɨ.k.ṵ.ʔ
ua	ua	Y	3	ɲ.ua;l̥.ua;l.ua
ue	ue	Y	1	k.ue
uɑ	uɑ	Y	9	ʂ.uɑ.ts.i;tɬ.uɑ;t.uɑ;ʈʂʰ.uɑ;t.uɑ
uə	uə	Y	5	z.uə.j;m.uə.j;ɗ.uə.j;uə.ŋ;ɓ.uə.k
uˀ	uˀ	Y	5	hʲ.uˀ.h;uˀ.s.e;uˀ.n.e;uˀ;uˀ.h
uː	uː	Y	38	x.e.j.uː;b.uː.ɽ.i.d.a;uː.n.t;s.p.uː.n;k.r.a.d.uː.k
yi	yi	Y	1	k.yi
yː	yː	Y	2	t.yː.z;t.ɛ.t.yː
ũˀ	ũˀ	Y	1	ũˀ.n.a
ʉː	ʉː	Y	5	tʃʰ.ʉː;s.a.d.ʉː;d.ʉː.n;d.ʉː.m;j.ʉː.m
ʉ̃	ʉ̃	Y	2	m.ʉ̃;ʉ̃.rʼ.ĩ
ʊː	ʊː	Y	9	n.ʊ.r.ʊː;ʃ.ʊ.p.ʊː;k.a.ʃ.ʊː.n;k.a.tʰ.ʊː;tʃʰ.ʊ.l.ʊː
ʏɪ	ʏɪ	Y	1	ʏɪ.l
ṵː	ṵː	Y	2	ʃ.ṵː.n;ṵː.n
ṵ̃	ṵ̃	Y	1	k.ṵ̃.d.i
aʰ	aʰ/a /h	A H	3	j.aʰ;aʰ;j.aʰ.p.e
a.̃ĩ	ã ĩ	A I	1	a.̃ĩ
eʰ	eʰ/e /h	E H	1	mb.eʰ
iʰ	iʰ/i /h	I H	2	sʲ.iʰ.k.a;k.iʰ
uʰ	uʰ/u /h	Y H	3	nd.uʰ;j.uʰ;uʰ.