Meaning	Indo-European/ Spanish [spa]	Sino-Tibetan/ Mandarin Chinese [cmn]	Niger-Congo/ Yoruba [yor]	Afro-Asiatic/ Egyptian Spoken Arabic [arz]	Austronesian/ Javanese [jav]	Dravidian/ Telugu [tel]	Turkic/Turkish [tur]	Japonic/ Japanese [jpn]	Austroasiatic/ Vietnamese [vie]	Tai-Kadai/ Thai [tha]	Koreanic/ Korean [kor]	Nilo-Saharan/ Dholuo [luo]	Uralic/ Hungarian [hun]	Hmong-Mien/ Chuanqiandian Cluster Miao [cqd]	Quechuan/ South Bolivian Quechua [quh]	Mongolic/ Peripheral Mongolian [mvf]	N Caucasian/ Kabardian [kbd]	Mayan/ Kʼicheʼ [quc]	Tupian/ Paraguayan Guarani [gug]	Kartvelian/ Georgian [kat]	Trans-New Guinea/ Enga [enq]	Uto-Aztecan/ Eastern Huasteca Nahuatl [nhe]	Aymaran/ Central Aymara [ayr]	Otomanguean/ Meqzuital Otomi [ote]	Maipurean/ Wayuu [guc]	Basque/ Basque [eus]	Chibchan/ Ngäbere [gym]	Totonacan/ Highland Totonac [tos]	Khoe-Kwadi/ Khoekhoe [naq]	West Papuan/ Galela [gbi]	Mapudungu/ Mapudungun [arn]	Tarascan/ Western Highland Purepecha [pua]	Algic/ Woods Cree [cwd]	Eyak-Athabaskan/ Navajo [nav]	Mixe-Zoquean/ Highland Popoluca [poi]	Sepik/ Ambulas [abt]	Misumalpan/ Mískito [miq]	Jivaroan/ Shuar [jiv]	Chocoan/ Northern Emberá[emp]	Torricelli/ Bukiyip [ape]	Kxʼa/ Northwestern !Kung [vaj]	Eskimo-Aleut/ Greenlandic [kal]	Burushaski/ Burushaski [bsk]	East Birdʼs Head-Sentani/ Sentani [set]	South Bougainville/ Terei [buo]	Cariban/ Macushi [mbc]	Ramu-Lower Sepik/ Ap Ma [kbx]	Paezan/ Páez [pbb]	Matacoan/ Wichí Lhamtés Vejoz [wlv]	Sandawe/ Sandawe [sad]	Tungusic/ Xibe [sjo]	Guaykuruan/ Toba [tob]	Ticuna/ Ticuna [tca]	Jean/ Kaingang [kgp]	Australian/ Pitjantjatjara [pjt]	Guajiboan/ Guahibo [guh]	Panoan/ Shipibo-Conibo [shp]	Yanomaman/ Yanomamö [guu]	Tucanoan/ Tucano [tuo]	Warao/ Warao [wba]	Barbacoan/ Awa-Cuaiquer [kwi]	Maybrat/ Mai Brat [ayz]	Sálivan/ Piaroa [pid]	Border/ Amanab [amn]	Muskogean/ Choctaw [cho]	Iroquoian/ Cherokee [chr]
breast	s.e.n.o	ʐ.u	ɔ.m.u	s.i.d.ɾ	ʂ.u.ʂ.u	ɽ.o.m.m.u	ɟ.œ.y.s	t.i.t.i	v.u	tʰ.a.n	dʑ.ʌ.dʑ	θ.u.n.o	m.ɛ.l.l	m.i	ɲ.u.ɲ.u	m.oː.m	b.ʁ.ə		p.ɨ.t.i.ʔ.a	m.kʼ.e.r.d	ɑ.n.d.u		ɲ.u.ɲ.u	ʔ.b.a	a.r.uː.w.a.i.n	b.u.l.a.r	b.r.u.k.u	k.ṵ.ʃ.m.uː	s.a.m	m.a.m.a.t.a	m.ö.j.ö	i.ts.u.kʷ.a	t.oː.h.t.oː.s.i.m	ɣ.i.t	n.uː.n.u	m.u.ɲ.aː	t.i.a.l.k.a	m.u.n.t.s.u	h.u		ʃ.a.m̩	a.m.aː.m.a.ɣ.a.q	m.a.m.u	n.i.m.ə	n.u.t.u	m.a.n.h.t.ɨ	t.o.m.b.o.n.ɡ	p.e.tsʲ.u	tʔ.a.t.e	ǀʼ.i.n.a	x.u.x.u.n	t.o.ɡ.e	m.i.ʔ.ĩ	n.ũ.ŋ.ɡ.j.ɛ	i.p.i	m.ĩ.ĩ	ʂ.o	p.a.r.ɨ.k.ɨ	k.u.t.i.d.o	m.e.h.o	ʃ.i.t.ʃ.u	m.a.s.i.s	k.a.x.t.ɛ.t.e.h	t.u.t	i.p.ĩ.ʃ.i.k	k.a.n.e.tsʰ.i
child (kin term)	i.x	ə.ɹ̩	ɔ.m.ɔ	ʕ.a.j.j.i.l 	b.o.tʃ.a.h	p.i.l.l.a	tʃ.o.dʒ.u.k	k.o	k.ɔ.n	d.e.k	a.i	m.ɪ.h.i.a	ɟ.ɛ.r.ɛ.k	ɲ.ua	u.s.u.s.i	x.uː	s.a.b.i.j	r.a.l	ɾ.a.ʔ.a	b.a.v.ʃ.v	w.ɑ.n.e	k.o.n.eː	pʰ.u.tʃʰ.a	m.e.ts.i	a.tʃ.o.n	u.m.e	ŋ.o.b.r.i.õ	k.a.m	ǀ.o.a	ŋ.o.p.a	p.ɘ.ɲ.ë.ɲ	w.a.ts.ɨ	a.w.aː.s.i.s	ʔ.a.ɬ.tʃʰ.i.n.i	m.aː.n.ɨ.k	ɲ.aː.ŋ.u.s.ə	l.u.p.a		k.a.u		d.a.b.a	m.ɜː.ʁ.ɑ.q	d.u.l.a.s	f.a	i.t.e	m.a.n.ɔ.n	b.e	n.tsʲ.iˀ.k	ɬ.o.s	ǁn.o	ɖʐ.u.i.	j.a.l	b.u.ʔ.ɨ̃	k.ɾ.ɛ̃	k.a.t̻.a	x.i	β.a.k.ɯ	t.ə.ə	b.a.k	n.o.b.o.t.o	p.a.ʃ.p.a	k.u	ɨ.x.t.ɨ.x	l.u.w.a.l	o.ʃ.i.ʔ	a.j.o.l.i
dog	p.e.r	k.ə.u	a.dʒ.a	k.l.b	a.ʂ.u	k.o.k.k.a	c.œ.p.e.c	i.n.ɯ	tɕ.ɔ	s.u.n.a.k	ɡ.e.m.i	ɡ.w.ɔ.k	k.u.c.a	tɬ.e	a.ʎ.q.u	n.ɔ.x.œː	ħ.ə	tsʼ.i.ʔ	dʲ.a.ɰʷ.a	dz.a.ɣ.l	j.ɑ.n.ɑ	tʃ.i.tʃ.i	a.n.u	ts.a.tʼ.j.o	e.r.ɨ	s̥.a.k.u.r	n.u	k.o.t.u.a̰	a.ɾ.i	k.a.s.o	ʈʂ.ë.w.ɜ	w.i.tʃ.u	a.s.t.i.m.w	ɬ.eː.tʃʰ.ãː.ʔ.i	ts.i.m.p.a	w.aː.s.a	j.u.l	j.a.w.a	u.s.a		ɡ‼ʰ.o.e	q.i.mː.ɜ.q	h.u.k	j.o.k.u	m.a.i.k.u.n.a	a.r.i.m.a.r.a.a.k.a	l.u.d.ɨ.m.a	a.l.k.u	a.s.i.n.o.χ	k.a.a.k.a	i.n.d.a.χ.ɔ.n	p.j.o.q	a.i.ɾ.u	k.a.ʃ.o.ɾ	p.a.p.a	a.v.i.ʐ.i	o.tʃ.i.t.i	h.i.i.m.a	d.i.a.j.ɨ	b.e.ɾ.o	k.w.i.ʒ.a	m.t.a.x	ɨ.ʔ.w.ɨ.ɾ.ɨ.x	m.a.l.a.ŋ	o.f.i.ʔ	k.iː.ɬ.i
ear	o.ɾ.e.x.a	ə.ɹ̩	ɛ.t.i	w.i.d.n	k.u.p.i.ŋ	tʃ.e.w.i	k.u.l.a.k	m.i.m.i	t.a.j	h.uː	ɡ.w.i	i.t	f.y.l	ɳʈʂ.e	n.i.n.r.i	tʃ.i.x	t.ħ.ə.kˀʷ.m.ə	ʃ.i.k.i.n	a.p.ɨ.s.a	qʼ.u.r	k.ɑ.ɽ.e	n.a.k.a.s	x.i.n.tʃ.u	ɡ.u	a.tʃ.e.ʔ.e	b.e.l.a.r.i		t.a.k.aː	ǂ.a.e	ŋ.a.u	p.ɪ.l.ʊ.n	k.u.tsʰ.ɨ.kʷ.a	h.t.aː.w.a.k.a.j	tʃ.aː.ʔ	t.aː.ts.ɨ.k	w.aː.n	k.i.a.m.a	k.u.i.ʃ	k.ʉ.w.ʉ.r.ʉ		|ʔʰ.u.i	s.i.j.u.t	l.t.u.m.a.l	a.n.k.ɛ.j	n.u.m.e	p.a.n.a.h.t.ɔ	k.o.m.b.e	tʰ.ũ.a	tʃʔ.u.t.e.ʔ	k.e.k.e	v.a.n	t.e.l.a	tʃ.i.n.ɨ	n.ĩ.ŋ.ɡ.ɾ.ɛ̃.ŋ	p.i.n.a	m.ũ.x.u	p.a.β.i.k.i	j.ɨ.m.ɨ.k.a	o̰.b.e	k.o.h.o.k.o	k.a.i.l	n.i.m.a.r.a	tʃ.a.x.a.x	a.ŋ.u.ɡ	h.a.k.s.o.b.i.ʃ	k.a.l.e.n.i
egg	w.e.b.o	t.a.n	e.j.ĩ	b.eː.dˤ	ə.n.ɖ.o.ɡ	ɡ.u.ɖ.ɖ.u	j.u.m.u.ɾ.t.a	t.a.m.a.ɡ.o	tɕ.ɯ.ŋ	kʰ.a.j	a.l	t.ɔ.ŋ	t.o.j.aː.ʃ	q.e	r.u.n.t.u	o.n.t.o.k	dʒ.ə.d.i.tʃ.ə	s.a.k.m.o.l	a	kʼ.v.e.r.ts.x	t.u.k.u	t.eː.k.k.i.s	tʃʰ.u.j.a	m.ã.d.o	a.ʃ.u.k.u	a.r.a.u.l.ts̥.a	m.ɾ.u.k.e	q.a̰ː.ɬ.u.a̰ː.t	ŋ̊!ˀ.u.w.u	b.o.r.o	k.ʊ.ʐ.ɜ.m	kʷ.a.ʃ.a.n.t.a	w.aː.w.i		k.a.ʔ.n.p.u	ŋɡ.ə.k	m.a.b.r.a	n.u.x.i.n.t	m.m.ʉ		n!.u.u	m.a.nː.i.k	ʈ.i.ŋ.a.n	r.o	u.o.r.o	p.ɨ.m.ɔ.i	m.b.u.i	ndz.i.ts	ɬ.e.tʃʔ.e	d.ḭ.ʔ.a	u.m.χ.a.n	k.o.ʔ.o.u.e.ʔ	tʃ.a.ɾ.a.ɨ̃	o.w	ŋ.a.m.p.u	t.o.b.ɨ	b.a.tʃ.i	n.a.t.e	d.i.e	h.ĩ	w.i.p.u		ɨ.ʔ.j.a.ʔ.j.a.ʔ	s.u.w.i.ɡ	a.k.ã.k.o.ʃ.i.ʔ	ɨ.w.e.tsʰ.e
eye	o.x.o	i.ə.n	o.dʒ.u	ʕ.eː.n	m.a.t.a	k.a.n.n.u	ɟ.œ.z	m.e	m.ă.t	t.aː	n.u.n	w.a.ŋ	s.e.m	n̥.a	ɲ.a.w.i	n.u.t	n.ə	w.a.qʼ.ʌ.tʃ	t.e.s.a	tʰ.v.a.l	ɽ.e.ŋɡ.e	iː.ʃ	n.a.j.r.a	d.a	o.ʔ.u	b.e.ɡ.i	u.ɡ.w.ɒ		m.ũ.ũ	l.a.k.o	ŋ.ë		s.k.iː.s.i.k.w	n.aː.ʔ		m.ə.n.i	n.a.k.r.a	x.iː	d.a.u		ɡ|.a.ʔ.a	i.s.i	l.tɕ.i	i.d.o.k.o	n.o.i.n.e	e.n.u	l.a.a.m	j.e.ɸʲ	t.e.ɬ.u	ǀ.w.e.e	j.a.s.a	a.ʔ.e.t.e	e.t.ɨ	k.a.d.n.ɛ̃	k.u.ɽ.u	i.t.a.x.u	β.ɯ.r.o	m.a.m.o	k.a.p.e	m.u	k.a.s.u	n.a.s.u	tʃ.i.a.ɾ.e.x	n.o.f	n.i.ʃ.k.i.n	k.a.h.tʰ.oː.l.i
far	l.e.x.a.n.n	y.a.n	dʒ.ĩ	b.i.ʕ.eː.d	a.d.o.h	d.uː.ɾ.a	u.z.a.k	t.oː	s.a	k.l.a.j	m.ʌ.l	b.o.r	t.aː.v.o.l.i	tɬ.e	ɲ.a.w.p.a	x.ɔ.l	ʒ.i.ʑ.ə	n.a.x	m.o.mb.ɨ.ɾ.ɨ	ʃ.o.r.s	ɽ.o.nd.ɑ.t.i		x.a.j.a	j.a	w.a.t.t	u.r.u.t.i	m.e.n.d.ẽ	m.a.k.a.t	ŋ!.u.u	k.a.k.u	k.ɜ.m.ɜ.p.ʊ	j.a.w.a.n.i	w.aː.h.ð.a.w		h.u.ʔ.m.ɨ	s.ə.k.n.aː	l.a.i.u.r.a	j.a.x.a	t.ɨ̃.m.ʉ		!ʔ.a	u.ŋ.a.s.i.p	m.a.tʰ.a.n	a.h.a.w	i.t.i.ɡ.o.u	a.m.i.n.k.e	b.a.a.n.ɡ	hʲ.uʔ.h	a.t.u.fʷ.e.j	ʔ.i.tʰ.a	ɢ.o.r.o	k.e.r.o.m	j.a.ʔ.ɨ̃.m.a	k.u.w.a.ɾ	p.a.r.a.r.i	t.aː.h.ɨ	o.tʃ.o	pr.a.h.a	j.o.a	e.m.o	a.t.t.i̥.ʃ	ɸ.a.r.i	o.x.t.o.x	m.e.m.b.i	a.t.a.p.a	i.n.ə
fire	f.w.e.ɡ.o	x.w.ə	i.n.a	n.aː.ɾ	ɡ.ə.n.i	n.i.p.p.u	a.t.e.ʃ	h.i	l.ɯə	f.a.j	b.u.l	m.a.tʃ	t.yː.z	t.eu	n.i.n.a	k.a.l	m.a.fˀ.ə	qʼ.a.qʼ	dʲ.e.x.a.p.ɨ	ts.e.ts.x.l	i.t.ɑ.t.e	tɬ.i	n.i.n.a	ts.i.b.i	s.i.k.i	s̺.u	n.i.ʌ	ɬ.k.u.j.aː.t	ŋ̊ǀˀ.a.e	u.k.u	k.ɘ.ʈʂ.ɜ.l	tʃ.pʰ.i.r.i	i.s.k.o.t.iː.w	k.õ.ʔ	h.u.k.t.ɨ	j.aː	p.a.u.t.a	x.iː			d.a.ʔ.a	i.nː.ɜ.q	pʰ.u	i	o.ɡ.u.a.i	a.p.ɔ.h	p.ɨ.n.d.ɨ.m.a	i.pʲ	i.t.o.χ	ǁʼ.ĩ	t.u.v.a	n.o.d.e.k	ɨ.ʔ.ɨ	p.ĩ	w.a.ɽ.u		tʃ.i.i	w.a.k.ə	b.ḛ.e	h.e	i.ŋ	t.a.ɸ.o.x	o.x.k.u.ʔ.ɾ.a.x	s.u.w.i	l.o.w.a.k	a.ts.i.l.ə
fish	p.e.θ	y	ɛ.dʒ.a	s.a.m.a.k	i.w.a.k	tʃ.eː.p.a	b.a.l̴.ɯ.k	s.a.k.a.n.a	k.a	p.l.aː	ɡ.o.ɡ.i	r.ɛ.tʃ	h.ɔ.l	ɳʈʂ.e	tʃ.a.ʎ.w.a	tʃ.a.k.a.s	b.dz.ə.ʑ.j.ə.j	k.ʌ.r	p.i.ɾ.a	tʰ.e.v.z	p.i.s.ɑ	m.i.tʃ	tʃ.a.w.ʎ.a	h.w.ã	x.i.m.e	a.r.a.i.n	w.a	s.k.ḭː.t.ḭ	ǁ.a.u	n.a.o	tʃ.ɜ.ʎ.w.ɜ	k.u.ɽ.u.tʃ.a	k.i.n.o.s.iː.w	ɬ.oː.ʔ	t.ɨ.ʔ.p.ɨ			n.a.m.a.k	bʰ.e.d.a		ɡ!.o.l.o	aː.l.i.s.a.ɣ.ɑ.q	tɕ.u.m.u	k.a	i.i.a.n.a	m.ɔ.r.ɔ.h	l.a.m.a.n.ɡ	w.e.ndʲ	ʔʷ.a.h.a.t	s.o.m.b.a	n.i.m.χ.a	n.a.ʎ.i.m	tʃ.õ.ʔ.n.i	p.i.ɾ.ɐ̃	a.n.t.i.p.i.n.a	d.u.h.u.a.i	w.a.k.a	j.u.r.i	ʋ.a̰.i	h.o.m.a.b.a.k.a	p.i.ʃ.k.a.t.u	ʃ.o.x	p.ɔ.ɨ.ʔ.ts.a.x	s.a.w.a.ɡ	n.a.n.i.ʔ	a.ts.a.t.a
flesh/meat	k.a.r.n.e	ʐ.ə.u	ɛ.r.ã	l.a.ħ.m.a	d.a.ɡ.i.ŋ	m.aː.n.s.a.m	e.t	n.i.k.ɯ	tʰ.i.t	n.ʉ.a	sʰ.a.l	r.i.ŋ.o	h.uː.ʃ	ɴq.ai	a.j.tʃ.a	m.a.x	ɮ.i	t.i.ʔ.x	s.o.ʔ.o	x.o.r.ts	m.i.ndʒ.u	n.a.k.a	a.j.tʃ.a	n.ɡ.ʌ	e.ʔ.i.r.u.k.u	o.k.e.l.a	m.e.d.e	l.iː.w.a̰	ǁ.a.n	l.a.k.e	ɪ.l.ö	kʷʰ.i.r.i.p.e.t.a	w.i.j.aː.s	ts.ĩ.ʔ	m.aː.j.i	k.w.aː.m.i	w.iː.n.a	n.a.m.a.n.k	n.e.dʒ.a.r.a.a		‼ʔʰ.a.u	u.w.i.n.i.k	tɕ.a.p	m.ə.l.ɛ.m	m.o.o.t.i.n.a	p.u.n	l.a.a.m	tsʲ.i.tsʲ	tʔ.i.s.a.n	ǀ.n.ĩ	j.a.l.i	p.a.t	m.a.tʃ.i	n.ĩ	k.u.k.a	p.e.v.iː	n.a.m.i		d.ḭ.i	t.o.m.a	ɲ.a	n.k.i.w.a.n	d.e.ʔ.a.x	n.i.h.i.ɡ	n.i.p.i.ʔ	h.a.w.i.j.a
fly	m.o.s.k.a	i.ŋ		d.i.b.b.aː.n	ɭ.a.ɭ.ə.ɽ	iː.ɡ.a	s.i.n.e.c	h.a.e	z.uə.j		pʰ.a.l.i	l.w.a.ŋ.n.i	l.eː.ɟ	m.ao	tʃʼ.u.s.p.i	ɪ.l.aː	b.a.dz.ə	a.m.a.l.o	mb.e.ɾ.u	b.u.z	p.o.ŋɡ.e.n.ɑ	s.ɑː.j.oː.l	tʃʰ.i.tʃʰ.i.ʎ.a.n.kʰ.a	ɡ.i.n.ʔ.w.e	x.a.ʔ.j.u.m.u.ɺ.e.r.ɨ	e.u.l.i	m.u.n.k.u.o	s.iː.m.aː.w.a	ǀ.ĩ.ĩ.n.a	ɡ.u.ʔ.u.p.u	p.ɘ.l.ɘ	t.i.n.t.i	oː.ts.iː.w		h.ɨː.h.ɨ	s.aː.t	k.u.k.a.s	k.aː.p	ĩ.ŋ.ɡ.a.n.a.n.a		dʒ.o.ã.dʒ.o.ã	n.i.v.i.j.u.ɣ.a.k	pʰ.e.n	b.ɛ.n.s.o	k.u.r.u.r.u	e.r.e.w.e	l.e.m.u.n.d	ɸ.ĩ.sʲ	ʔ.a.t.a.q	ǀ.ã.t.i.m.a	d.ə.r.x.u.v.ə	l.o.t.a.ɢ.a.ɲ.i	m.u.ɾ.e.n.ɨ̃		p.u.n.p.u.n.p.a	d.a.i.n.ã	h.o.ʃ.i.n.a.k.a	m.o.o		h.i.k.i.r.i	p.a.k	b.u.b.a	n.a.ʔ.n.ɨ.e.x	a.m.o.f	tʃ.u.k.a.n.i	
good	b.w.e.n	x.a.u	r.e.r.e	k.w.a.j.j.i.s	e.n.a.k	m.a.n.tʃ.i	i.j.i	i	t.o.t	d.iː	dʑ.o.h	m.a.b.ɛ.r	j.oː	ʐ.o.ŋ	s.u.m.a.q	s.ɛː.n	fˀ.i	u.ts	p.o.r.ã	kʼ.a.r.ɡ	e.p.e	kʷ.a.l	a.s.k.i	h.ɲ.o	a.n	o.n	k.o.ĩ	t.l.aː.n	!.ã.ĩ	l.o.h.a	k.ɘ.m.ë	a.m.p.a.k.e.t.i	m.i.ð.o		w.ɨ	j.ə.k.n.w.u.n	j.a.m.n.i	p.ɨ.n.k.ɨ.r	bʰ.i.a		k.a		ɕ.u.a	f.o.j	m.e.r.a.ɡ.u	m.ɔ.r.ɨ	j.a.w.u.l.o	e.w	i.s	ɬ.a	s.a.i.k.a.n	n.o.ʔ.o.n	m.e.ʔ	x.ɐ	p.a.l̻.a	x.a	h.a.k.õ	t.o.t.i.h	ã.j.u	j.a.k.e.ɾ.a	w.a.t	m.o.o.ɸ	a.ʔ.d.i.ʔ.w.a.ʔ	s.u.i.a.l.a.ɡ	a.tʃ.o.k.m.a	o.s.t.a
hair	k.a.b.e.ʎ.o	f.a	i.r.ũ	ʃ.a.ʕ.ɾ	ɽ.a.m.b.u.t	dz.u.ʈ.ʈ.u	s.a.tʃ	k.a.m.i	t.ɔ.k	pʰ.o.m	tʰ.ʌ.l	j.i.e.r	h.ɔ.j	pˡ.ou	k.a.w.a.ʎ.u	u.s	ɕ.ħ.ə.ts	k.i.e.x	a.k.ã.ɾ.a.ŋɡʷ.e	tʰ.m	i.t.i	ts.o.n	ɲ.i.kʼ.u.t.a	ʃ.i	a.ʔ.w.a.ɺ.a	i.l.e	d.r.ũ.l.ẽ	j.a̰.h	ŋ̊ǀˀ.ũ.ũ	h.u.t.u	l.ö.ŋ.k.ö	ʃ.a.w.i.r.i	i.s.k.w	ts.iː.ʔ	w.a.j	n.ə.mb.ə	t.aː.w.a	i.n.t.i.a.ʃ	b.u.d.a		!xˀ.u.i	n.u.j.ɑ.q	ɣ.o.y.a.ŋ	u.m.a	i.i	s.i.h.p.ɔ	w.a.l.e	dʲ.kʰ.a.s	t.o.ʔʷ.u.l.e.j	tsʼ.e	f.u.n.i.j.ə.x.ə	w.e	j.a.e	ŋ.ɐ̃.ɲ	m.a.ŋ.k.a	m.ã.t.a	β.o.o	h.e.n.a	p.o.a	h.i.o	a.ʃ	m.a.w.i.a.n	tʃ.u.ʔ.w.o.ʔ.ts.e.x	l.a.p.o.ɡ	h.i.ʃ.i	u.s.tʰ.i.k.ə
hard	d.u.r	i.ŋ	l.i.l.ɛ	ɡ.aː.m.i.d	a.t.o.ʂ	ɡ.a.ʈ.ʈ.i	k.a.t.ɯ	k.a.t.a	k.ɯ.ŋ	kʰ.ɛ.ŋ	d.a.n.d.a.n	m.a.t.ɛ.k	k.ɛ.m.eː.ɲ	t.eu	a.n.a.q	k.a.tʰ.ʊː	b.i.d.ə	k.o	a.t.ã	m.a.ɡ.a.r	k.j.e.t.o		qʰ.u.l.u	m.e	i.tʃ	ɡ.o.ɡ.o.r	x.u.m.e	p.a.ɬ.a̰	!.a.ɾ.i	t.o.ɡ.o.i	j.ɜ.f.ɘ	tʃ.o.pʰ.e.r.i	m.a.s.k.a.w.aː	tɬʼ.i.s	k.a.m.a.m	t.i.r.a.p.a	k.a.r.n.a	k.a.ts.u.r.a.m	z.a.r.e.a.b.ʉ		‖xˀ.a.o	n.i.ŋː.u.s.ɔː.q	ɖ.a.ŋ		p.o.r.o.ɡ.u.p.a	s.a.h.m.a.n	b.ɨ.l.ɨ.n.ɡ	w.e.hʲ	tʔ.e.n	ǂn.a.ŋ.kʼ.o	m.a.ŋ.ɢ.a	q.a.d.a.n	t.a.i	t.a.ɾ	t.a.i.t.i	a.t.a.h.a	tʃ.o.r.i.ʃ		b.ɨ.t.i	t.u.r.u	s.a.m	m.a.t.a.k	i.ʔ.j.a.ʔ.a.ʔ	n.o.k.i.ɡ	k.a.m.a.s.s.a	a.s.t.a.j.a
heavy	p.e.s	ʈʂ.u.ŋ	w.i.w.u.w.o	t.i.ʡ.iː.l	a.b.o.t	b.a.ɾ.o.w.a.i.n.a	a.ɯ.ɾ	o.m.o	n.ă.ŋ	n.a.k	m.u.ɡ.ʌ.b	p.e.k	n.ɛ.h.eː.z	ɲ̥.a.ŋ	ʎ.a.s.a	x.u.n.t	w.ə.n.d.ə.ʁʷ	a.l	p.o.x.ɨ.i	m.dz.i.m.e	k.e.nd.ɑ		x.a.tʰ.i	h.ɲ.ɨ	x.a.w.a.t	a.s̺.t.u.n	d.o.b.ʌ.k.o	ts.i.n.k.a	!.o.m	t.u.b.u.s.o	f.ɜ.n.ë	kʷʰ.e.ts.a.p.e	k.w.a.s.i.k.o.w.i	t.aː.z	ts.a.ʔ.k.s.ɲ.i	a.k	w.i.r.a	k.i.x.i.n	s.ɨ.ɡ.ɡ.ʉ.a		t.i.h.i		ts.u.l.u.m	ə.h.ə	m.o.k.i.n.a.t.i	a.m.ɨ.i.h.n.e	d.ɨ.n.a.a.t	nd.uʰ	n.i.tʃ.u.j.h.a.t	ǀ.e.e.k.a	u.ɖʐ.ə.n	d.e.s.a.ʎ.i	j.a.ʔ.ũ		p.u.ɭ.k.a	a.ʐ.e.v.e	i.ɰ.ɯ	h.u.t.e	d.ɨ.k.ɨ	u.ɾ.i	u.s	ɸ.a.n.e.s	x.a.m.a.k.a.ʔ.a.ʔ	k.i.n.i.ɡ	w.iː.k.i	k.ə.k.e.t.ə
horn	a.s.t.a	tɕ.i.a.u	i.w.o	ʔ.a.ɾ.n	ʂ.u.ŋ.u	k.o.m.m.u	b.o.j	t.ɯ.n.o	s.ɯ.ŋ	kʰ.a.w	p.u.l	t.u.ŋ	s.a.r.v	k.o	w.a.q.r.a	o.n.tʃʰ.i.k	b.ʑ.ə	r.u.kʼ.a.ʔ	t.a.t.ĩ	r.q.a	n.e.ŋɡ.e		w.a.x.r.a	n.d.ã.n.i	o.ʔ.u.w.a	a.d.a.r		a̰.q.a.l.o.q.o.t	ŋǁ.ã.ã	t.a.d.u	m.ɘ.t.ɜ	ʃ.ɨ.w.a.n.kʷ.a	iː.s.k.a.n	t.eː.ʔ	k.aː.r.a	k.aː.r.a	m.a.s.a.s	a.i.n.t.i.a.k.u	k.a.tʃ.o		!ʰ.u	n.a.sː.uː.s.ɑ.q	t.u.r			r.e.t.t.ɨ	k.o.m	k.a.tsʲ.u	t.o.tʃʔ.e	tl.a.n.a	χ.o.ʂ.o	k.o.u.e	tʃ.a.t.a̰.ʔ.k.u.ɾ.e	n.ĩ.k.a	m.i.l.p.i.n̻		m.ã.tʃ.ã	j.o.r.ã	s.a̰.a	h.o.h.i	p.u.l	m.a.n.k.a.r.o.n	a.x.a.ʔ.ts.a.ʔ.ɾ.i.x	a.n.i.ŋ.u.o.ɡ	l.a.p.i.ʃ	u.j.o.n.a
